g1_1,g1_2,g1_3,g1_4,g1_5,g1_6,g1_7,g1_8,g1_9,g1_10,g1_11,g1_12,g1_13,g1_14,g1_15,g1_16,g1_17,g1_18,g1_19,g1_20,g1_21,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18,g2_19,g2_20,g2_21,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,class
1.95,19,13,32,11,18,17,13,25,1,-12,-11,2.959239793,3.086632838,9.67624435,2.978896792,1.117473574,2.106628838,0.385882553,0.010834714,0.307856714,4.5,11,11,22,17,9,17,4,19,-8,-15,-23,1.942874474,2.258898584,2.631962462,0.43296039,1.886691481,0.546074427,0.000581442,0.280976,3.5,2.27,5,1,6,0,0,0,0,2.480377518,8,2,10,-1,13,-4,16,16,-4,12,1.01636532,0.827734254,-0.769217908,1.673668448,0,0.309029834,0.346934331,0.026880715,1.62,1
2.5,4,1,5,19,4,5,2,8,-1,-6,-7,2.160273051,2.396742065,6.603397632,3.03580672,0.260571136,1.262531072,0.019772322,0.00467746,0.459734047,2.75,7,5,12,10,7,7,2,4,0,-2,-2,2.741803208,2.601887498,5.497818624,0.88802304,0.899303936,0.017509705,0.012034232,0.477850215,3.2,2.07,5,-1,4,1,0,1,0,3.349510337,-1,-6,-7,0,3,-5,1,1,-6,-5,-0.581530157,-0.205145433,-0.6387328,0.374508032,0,-4.901920256,-2.462011904,-0.018116167,1.65,1
2.5,11,10,21,19,10,20,8,13,-10,-5,-15,2.49966039,2.366585221,10.06251783,6.147400073,0.987606407,1.272811358,0.277073567,0.015607558,0.610920664,2.88,14,8,22,19,14,14,8,10,0,-2,-2,2.887241236,2.634997734,5.841496567,1.235284585,0.948168924,0.277073567,0.024723526,0.545010329,3.25,2.25,-1,4,3,0,0,0,0,3.195639606,3,-4,-1,0,12,-6,-1,-8,-5,-13,-0.387580846,-0.268412513,0.039437483,0.037526773,0,-0.655621362,0.305903506,0.065910335,1.62,0
2.4,0,4,4,15,0,4,2,0,-4,2,-2,2.495300885,2.464228319,2.872,0.76,0.4,0.64,0.003078009,0.002579912,0.264623955,3.3,3,0,3,19,3,2,0,1,1,-1,0,2.572481982,2.469053514,2.784,0.6,0.416,0.003088715,0.002060102,0.46031746,3.25,2.17,1,-2,-1,0,0,0,0,4.057491154,0,1,1,-1,4,0,-3,-3,1,-2,-0.077181097,-0.004825195,-0.016,0.04,0,-3.176,-2.024,-0.195693505,1.7,2
2.25,8,7,15,4,5,2,3,3,3,0,3,3.168480247,2.961075379,6.348928,3.0729472,0.73211904,0.64384,0.012586394,0.012462888,0.484010403,3.1,8,0,8,15,6,3,2,9,3,-7,-4,2.468215666,2.465781341,4.4711424,0.84610304,1.19447808,0.014920786,0.006409333,0.49772786,3,1.95,-1,1,0,0,0,0,0,0.037325318,8,-1,7,-4,0,0,-3,10,-3,7,0.700264581,0.495294037,-0.46235904,-0.20226304,0,-2.63417856,-1.3981952,-0.013717457,1.75,0
2.25,6,1,7,11,5,3,0,1,2,-1,1,2.805471302,2.62480689,8.5296,2.71552,0.65792,0.49184,0.00579216,0.004991594,0.318364284,3.25,4,6,10,4,3,2,5,3,1,2,3,2.991924721,2.745984328,5.79936,1.03104,0.67232,0.005653075,0.005713063,0.6299927,3.2,2.11,1,4,5,0,0,1,0,1.426319213,0,-3,-3,2,-2,-2,-2,0,-2,-2,-0.186453419,-0.121177438,-0.0144,-0.5392,0,-0.67584,-3.08384,-0.311628416,1.65,1
1.2,18,20,38,4,22,7,17,11,15,6,21,4.837562343,4.167958208,15.87921592,9.836311841,2.309371231,0.824974516,0.072550513,0.074273578,0.619445689,15,7,3,10,19,8,16,8,17,-8,-9,-17,1.832497733,1.860831962,7.102910604,0.938527354,1.477108805,0.174644989,0.000303539,0.542186829,6.5,1.47,1,0,1,1,1,0,0,0.049460735,15,13,28,5,-1,1,3,24,14,38,3.005064611,2.307126246,0.832262427,-0.113552838,0,2.778730573,2.733401237,0.07725886,2.6,2
2,18,12,30,19,21,27,16,26,-6,-10,-16,2.617220752,2.763975324,8.975575104,4.482421181,0.663056142,1.510900678,0.873230649,0.000206543,0.499402114,3.75,24,13,37,14,23,25,12,25,-2,-13,-15,2.806964827,2.695135037,5.397820733,0.931833943,1.221253693,0.894715042,0.002851244,0.467849722,3.5,1.98,2,0,2,0,0,1,0,4.216224983,5,-12,-7,-4,15,-9,3,7,-8,-1,-0.189744075,0.068840287,-0.55819755,0.579066735,0,-2.561934646,-0.915399553,0.031552392,1.77,0
4.33,12,5,17,13,19,8,10,14,11,-4,7,3.390090853,3.131323052,11.69923641,7.430518445,1.764203748,1.350840559,0.070759235,0.011678567,0.635128497,1.83,16,12,28,5,18,4,8,6,14,2,16,4.344341147,3.770902906,9.968079705,1.805542632,0.569818491,0.050175811,0.051560469,0.636508932,3.6,1.71,1,-1,0,1,0,0,1,0.093252281,0,-11,-11,13,0,6,-4,9,-18,-9,-0.954250294,-0.639579854,1.194385257,-0.454702074,-1,-3.961313192,-2.537561259,-0.001380435,2.04,2
1.67,33,18,51,6,26,11,14,17,15,-3,12,4.78768645,4.512657606,16.02501819,4.356739466,1.123660504,0.981692663,0.106266461,0.131993843,0.271871109,6,17,12,29,15,25,21,12,20,4,-8,-4,2.829363552,2.829657486,4.044023504,1.502674136,1.636015228,0.646456092,0.001459006,0.310798702,3.9,1.49,2,-2,0,0,0,1,0,2.041198757,21,1,22,6,-1,-7,-8,23,-7,16,1.958322898,1.683000119,-0.512354724,-0.520981474,0,3.013305231,0.312715962,-0.038927594,1.92,1
1.44,21,19,40,8,20,19,15,16,1,-1,0,3.863671067,3.740989119,11.60096144,3.475303369,1.349200111,1.220848247,0.305364236,0.022708863,0.299570289,6.5,17,8,25,17,16,31,9,24,-15,-15,-30,1.686857781,1.830017532,2.774696487,0.865745511,2.274215268,0.666976811,0.000149233,0.279429777,4.5,1.9,1,1,2,0,0,0,0,1.549083241,13,2,15,-4,10,-16,0,16,14,30,2.176813286,1.910971587,-0.925015158,0.355102736,0,1.671108866,0.700606882,0.020140512,1.9,1
1.19,37,32,69,1,45,9,29,10,36,19,55,4.915375804,4.944195353,18.10481797,7.334812475,2.337537646,0.944094847,0.000657397,0.546074427,0.405130418,13,21,14,35,8,19,15,19,20,4,-1,3,3.772526785,3.597016924,3.481229177,1.341102957,1.091880801,0.385882553,0.001194533,0.323623018,6.5,1.38,2,0,2,0,1,0,0,1.365204159,23,11,34,25,-10,14,-9,37,15,52,1.14284902,1.347178429,1.245656846,-0.39700811,0,7.347767372,3.853583298,0.0815074,2.99,1
1.2,22,26,48,3,21,7,23,8,14,15,29,4.8895157,4.851873193,17.11453182,9.802075027,1.229401778,1.108739827,0.049039024,0.379083038,0.572734044,19,12,16,28,12,13,25,18,21,-12,-3,-15,2.573017426,2.817581414,7.272839143,0.986760748,2.257374342,0.393841964,0.030500872,0.641406669,6,1.6,4,-4,0,0,1,0,0,2.271325133,6,14,20,0,-11,-2,-5,17,27,44,2.316498274,2.034291779,-1.027972564,0.121979079,0,5.775642626,2.529235884,-0.068672624,2.22,0
1.72,25,13,38,11,24,21,17,24,3,-7,-4,3.446226518,3.131768871,12.11314184,6.200431289,1.113405746,0.916588126,0.477047654,0.000243596,0.511876388,5,27,11,38,11,23,13,11,24,10,-13,-3,3.528325548,3.30109564,4.508479342,1.334360532,1.458670276,0.513131967,0.003135395,0.490439646,3.4,1.95,5,1,6,1,0,0,0,2.480377518,14,-14,0,0,10,4,1,16,-17,-1,-0.082099029,-0.169326769,-0.345264529,-0.417772406,0,2.920411645,1.691951947,0.021436742,1.75,2
2.25,6,10,16,3,4,5,5,1,-1,4,3,3.293963812,2.844718097,7.7448832,4.224896,0.9008768,0.3571712,0.008385511,0.009279014,0.545508033,3.1,5,5,10,9,2,2,2,1,0,1,1,2.770096899,2.709423985,4.0660096,0.3022848,0.3343488,0.009803655,0.007409443,0.484366876,3.2,2,-2,7,5,0,0,0,0,3.432563319,1,5,6,3,3,3,-1,-2,4,2,0.523866913,0.135294112,0.566528,0.0548864,0,-0.6496,0.1588864,0.061141157,1.71,2
4.75,5,1,6,19,7,7,6,18,0,-12,-12,1.979748208,2.113500205,10.18200484,3.760808858,1.272033731,2.245931295,0.033577842,0.005599937,0.369358384,1.8,10,7,17,11,12,9,6,4,3,2,5,3.205858288,2.865099636,4.185508045,1.668810793,0.92040831,0.030046773,0.018592444,0.34856815,3.8,1.97,-2,1,-1,0,0,1,0,4.008568057,-2,-9,-11,3,1,-3,6,-2,-15,-17,-1.22611008,-0.751599431,0.351625421,0.577120502,0,-1.825713152,-0.424699187,0.020790235,1.84,2
1.72,5,6,11,8,7,7,6,6,0,0,0,2.837422707,2.707927523,8.66432512,3.15653632,1.30545664,1.28713984,0.014114459,0.006409333,0.364314159,4.2,6,0,6,17,9,11,1,10,-2,-9,-11,2.121200118,2.38498033,3.2457856,0.83750144,2.36144896,0.014920786,0.002952804,0.316257062,4,1.4,1,1,2,0,0,0,0,3.66929267,5,0,5,-3,6,-5,-3,9,2,11,0.716222589,0.322947193,-1.05599232,0.4496384,0,-1.59879936,-0.08924928,0.048057097,3,0
2.2,10,5,15,17,10,11,6,9,-1,-3,-4,2.484090509,2.584978032,10.40057126,5.914723409,0.844984696,1.467800673,0.110250525,0.030653758,0.568692167,3.4,16,7,23,9,10,5,10,13,5,-3,2,3.300233102,3.016710708,7.763564188,1.489506143,1.176807279,0.101083785,0.053664692,0.561606663,3.25,2.23,1,-1,0,0,0,0,0,3.631841351,3,-11,-8,-3,1,1,-1,2,-8,-6,-0.816142593,-0.431732675,-0.331822583,-0.02170547,0,-3.423275032,-1.848840779,0.007085504,1.62,0
1.16,15,16,31,4,12,3,10,6,9,4,13,4.212722851,3.612001877,12.56622936,6.256069761,1.607123076,0.280389735,0.028868623,0.064570347,0.49784781,21,11,2,13,18,7,7,8,22,0,-14,-14,2.01202273,2.181941416,6.788540705,0.933838921,2.083109383,0.088613397,0.003027555,0.505477814,6.5,1.66,8,-9,-1,0,1,0,0,3.635474924,13,5,18,-10,-5,3,-1,23,4,27,2.200700121,1.430060461,-0.475986307,-0.653449186,0,-0.863718534,-0.532470944,-0.007630005,2.1,1
1.14,43,44,87,1,53,13,40,12,40,28,68,5,4.978696917,17.09258672,5.974778465,2.539689175,1.05841984,0.000110417,0.923116346,0.34955379,23,21,12,33,17,16,20,11,26,-4,-15,-19,2.682933583,2.600919253,3.29962166,1.052611724,1.23471689,0.923116346,1.24E-06,0.388203115,9,1.4,7,-3,4,0,1,0,0,2.529439254,31,23,54,27,2,20,-4,55,32,87,2.317066417,2.377777665,1.304972285,0.005808116,0,8.59285672,2.675156805,-0.038649325,2.89,1
3.25,16,8,24,15,11,19,8,27,-8,-19,-27,1.773406207,2.124782481,6.954374037,2.10371431,0.43287786,2.204993955,0.546074427,2.19E-05,0.302502324,2.25,18,13,31,10,18,19,12,18,-1,-6,-7,3.501456112,2.959442739,3.86944,1.37664,0.51232,0.516564275,0.000183188,0.446215728,3.2,2.27,0,2,2,0,0,0,0,2.919722242,3,-10,-7,-7,7,-11,9,-2,-18,-20,-1.728049905,-0.834660258,-0.07944214,0.828353955,0,-1.717305963,-1.76572569,-0.143713403,1.63,1
2.63,2,4,6,20,5,12,6,10,-7,-4,-11,2.056662804,2.20858161,8.540858913,3.482783953,0.880937079,1.803807068,0.038774208,0.003906943,0.407779123,2.88,4,7,11,15,8,10,9,11,-2,-2,-4,2.525970415,2.659046843,3.986996126,1.36294697,2.092509323,0.043936934,0.014264234,0.321855271,3.4,1.89,1,-2,-1,0,0,0,0,3.857260702,-5,0,-5,-6,3,-4,2,-5,-2,-7,-0.46930761,-0.450465234,-1.211572244,0.440860099,0,-3.846684459,-0.504212173,0.085923852,1.91,1
2.8,14,7,21,6,9,4,6,7,5,-1,4,3.356839185,3.187224867,10.48875026,5.14078896,1.003462935,0.825744523,0.036878045,0.021068,0.490124069,2.5,13,12,25,7,8,4,7,4,4,3,7,3.731380589,3.140849824,7.39474793,1.491300573,0.365953024,0.039667533,0.018224289,0.595541752,3.1,2.16,3,10,13,0,0,0,1,0.762323236,2,-6,-4,5,-3,2,-1,2,-5,-3,-0.374541404,0.046375043,0.637509911,-0.66555605,0,-1.928091903,-2.253958971,-0.105417682,1.61,2
1.53,8,7,15,5,6,4,7,10,2,-3,-1,2.854183935,2.860883105,12.51086105,6.915189514,1.149556531,1.652625818,0.031216591,0.020650825,0.552734899,6.5,12,3,15,16,7,3,4,9,4,-5,-1,2.847625166,2.680020208,5.036267663,0.989947945,1.095237059,0.033577842,0.014625335,0.439035411,4,1.8,9,-1,8,0,1,0,0,3.565363819,5,-5,0,-3,0,4,3,7,-7,0,0.006558769,0.180862898,0.054319473,0.662677873,0,1.039650427,1.878921851,0.113699488,1.97,0
1.83,23,11,34,18,23,25,17,38,-2,-21,-23,2.688490821,2.568005604,12.85540823,6.871674059,1.157826039,2.078170471,0.995012479,6.08E-06,0.534535655,4.2,28,16,44,14,23,18,11,32,5,-21,-16,3.305483628,3.209921651,3.796236583,0.854350682,1.315254708,0.751074824,0.00033379,0.447031901,3.75,1.87,0,1,1,0,0,1,0,2.442228304,7,-17,-10,-9,14,-1,15,19,-26,-7,-0.616992807,-0.641916046,-0.157428669,1.223819789,0,4.363314993,3.075437476,0.087503754,1.9,1
2,32,4,36,15,27,20,14,34,7,-20,-13,2.693696764,2.72913935,8.500191833,4.037031415,0.949014155,1.957615936,0.696804775,8.92E-05,0.474934154,3.75,25,19,44,11,20,18,17,24,2,-7,-5,3.745856587,3.560869665,3.518927717,0.771551822,0.775744393,0.42263346,0.001415886,0.445703368,3.25,2.05,4,1,5,0,0,0,0,0.258307198,13,-21,-8,3,3,-4,14,14,-22,-8,-1.052159823,-0.831730315,0.173269762,1.186064114,0,0.604968311,0.518103698,0.029230785,1.7,1
5,4,6,10,20,9,28,10,26,-19,-16,-35,1.952983148,2.196507284,7.603317514,4.077950382,0.253933978,1.453624648,0.286942847,5.24E-10,0.536338299,1.66,35,14,49,6,27,15,14,21,12,-7,5,4.04801435,3.481514214,3.611450716,1.707991101,1.08022272,0.223471314,0.011678567,0.437928867,3.6,2.03,1,2,3,0,0,0,0,1.61809267,-10,-29,-39,-12,14,-5,-1,-12,-28,-40,-2.095031202,-1.28500693,-0.826288742,-0.254366454,0,-0.643343053,0.466499666,0.098409432,1.71,2
2.6,17,3,20,19,15,21,7,30,-6,-23,-29,1.789040644,1.913267263,9.950698496,4.791848936,0.93701692,2.076752898,0.471776463,0.000108909,0.481559052,2.625,23,12,35,7,21,15,16,20,6,-4,2,3.89929698,3.823439779,6.617754323,1.077660098,1.429272969,0.295230167,0.016572675,0.550622033,3.2,1.9,4,2,6,0,0,0,0,2.210574805,5,-20,-15,-5,5,-8,9,-2,-29,-31,-2.110256336,-1.910172516,-0.49225605,0.999092799,0,-2.067989318,-1.825905387,-0.069062981,1.79,1
2,7,4,11,10,4,4,3,6,0,-3,-3,2.693702105,2.576120854,9.800968192,5.55309312,0.693440512,0.843342336,0.017509705,0.005516564,0.566586179,3.75,1,5,6,17,3,9,4,4,-6,0,-6,2.24693996,2.361225993,3.542686208,0.59695104,1.17256448,0.019841095,0.002187491,0.582255408,3.2,2.1,3,3,6,0,0,0,0,1.398353365,2,3,5,0,0,-6,3,0,3,3,0.446762145,0.214894861,-0.479123968,0.246391296,0,3.716548608,2.010406912,-0.015669229,1.65,1
1.8,13,12,25,16,13,18,8,18,-5,-10,-15,2.655941976,2.575547402,10.87268417,5.070601765,0.44372313,0.798754557,0.529273483,0.000271921,0.466361543,4.5,14,6,20,19,20,25,6,24,-5,-18,-23,1.868161518,1.862495085,5.335526002,1.424488997,2.141086369,0.500671263,8.72E-06,0.502557316,3.4,2,2,0,2,0,0,0,0,3.955722612,7,-2,5,-11,12,-17,-2,13,-5,8,0.787780458,0.713052317,-1.697363239,-0.625734441,0,0.255932938,-0.264924237,-0.036195773,1.71,1
1.2,12,4,16,6,13,2,8,9,11,-1,10,3.629551984,3.251410247,13.24524288,5.624394752,1.919441408,1.20294912,0.015887507,0.016572675,0.424635079,18,5,3,8,18,4,6,2,7,-2,-5,-7,2.332259971,2.445168566,4.243252224,0.509937664,1.346043904,0.019772322,0.00644146,0.312543645,7.5,1.5,2,-3,-1,0,1,0,0,3.613001062,9,-1,8,6,0,2,5,16,1,17,1.297292012,0.806241682,0.573397504,0.693011456,0,-0.331268096,1.381142528,0.112091434,2.47,1
6.5,6,3,9,20,8,21,5,31,-13,-26,-39,0.808981045,0.830323409,8.450248493,4.403099379,0.72781395,1.607845165,0.295230167,2.98E-06,0.521061526,1.53,20,9,29,11,33,22,12,19,11,-7,4,3.744917811,3.422782571,7.096817826,1.51415743,1.18001637,0.410598721,0.002908843,0.683288234,4,1.79,-1,1,0,0,0,1,0,1.904916242,-3,-17,-20,-11,9,-17,-2,-6,-37,-43,-2.935936766,-2.592459161,-0.45220242,0.093687735,0,-1.936024046,-2.693718447,-0.162226708,1.96,2
1.36,22,24,46,3,26,11,25,16,15,9,24,4.796284955,4.691926564,14.82068918,8.084706131,2.113867812,1.53459812,0.055568494,0.135335283,0.545501362,9.5,10,11,21,19,17,27,12,20,-10,-8,-18,2.123476577,2.166956165,5.791999068,1.50232984,2.02008174,0.471776463,7.19E-05,0.5245174,5.5,1.49,7,-5,2,1,1,0,0,3.214667968,11,14,25,6,-1,-2,-1,23,19,42,2.672808379,2.524970398,0.093786072,0.03226828,0,3.778159284,2.292707063,0.020983962,2.52,1
2.4,16,14,30,19,16,27,28,35,-11,-7,-18,2.591055209,2.583792997,10.58815751,5.645314082,0.942545312,1.482239515,0.878095431,4.63E-07,0.533172469,2.75,31,11,42,14,30,18,11,32,12,-21,-9,3.516782748,3.082767493,5.736331916,1.26735066,0.965960138,0.964399164,0.000147011,0.550275099,3.4,1.95,1,-1,0,0,0,0,0,1.825570361,5,-17,-12,-16,16,10,5,10,-19,-9,-0.925727539,-0.498974496,-0.023414827,0.214888855,0,0.163677238,-0.091017835,-0.01710263,1.75,1
1.9,4,4,8,13,5,5,1,3,0,-2,-2,2.626530875,2.432551117,8.533824,3.503552,0.92192,0.803328,0.008160317,0.004966698,0.410548893,4,4,1,5,17,2,1,4,7,1,-3,-2,2.49458536,2.527707281,4.247424,0.763456,1.049472,0.008188701,0.00447164,0.528766403,3.25,2.06,4,1,5,1,0,0,0,0.244609712,3,0,3,-2,1,0,1,3,-3,0,0.131945515,-0.095156165,-0.127552,0.039872,0,0.50112,-0.743872,-0.11821751,1.68,1
5.5,17,4,21,19,16,19,7,30,-3,-23,-26,1.9989306,1.964292823,8.373430781,4.073796333,0.945123204,1.881367315,0.428068426,0.00132678,0.486514601,1.73,30,14,44,7,30,14,17,18,16,-1,15,3.002730448,2.72965807,4.1472,1.06176,0.5248,0.122643657,0.101266462,0.532631925,3.4,1.85,-2,3,1,0,0,0,0,1.851307848,3,-26,-23,-2,2,-7,0,-2,-39,-41,-1.003799848,-0.765365247,0.420323204,0.819607315,0,0.587190781,-0.073403667,-0.046117324,1.89,1
2.5,3,9,12,20,10,21,12,18,-11,-6,-17,1.876310996,1.97073503,11.63536874,7.520830495,1.058760249,1.886769594,0.124082879,0.000808767,0.646376635,2.8,15,12,27,7,12,11,11,11,1,0,1,3.318020026,3.402077111,7.610887061,1.25424648,1.906981625,0.075260071,0.031904762,0.545125564,3.4,1.69,5,4,9,0,0,0,0,1.667698445,-9,-6,-15,-1,10,1,6,-11,-7,-18,-1.44170903,-1.431342081,-0.848221377,0.632523114,0,-2.326344973,-0.090056565,0.101251071,2.1,2
6,3,1,4,7,1,0,2,5,1,-3,-2,2.493530319,2.547146064,4.072,2.192,0.448,0.92,0.002993686,0.003027555,0.538310413,1.57,1,6,7,10,1,1,4,1,0,3,3,2.908426516,2.633485303,4.576,0.816,0.288,0.003078009,0.002579912,0.54115421,3.6,2.07,-4,7,3,0,0,0,1,2.161983212,-3,0,-3,0,-4,1,4,-2,-3,-5,-0.414896197,-0.086339239,0.16,0.104,0,-4.384,-2.384,-0.002843797,1.68,2
1.8,4,7,11,19,3,8,10,8,-5,2,-3,2.637712767,2.639264736,10.64958099,5.141248082,0.967062036,1.598392259,0.033929439,0.006737947,0.482765292,5,12,1,13,16,10,9,3,10,1,-7,-6,2.690555871,2.457817583,4.138076508,1.066165985,1.292361585,0.034047455,0.009466462,0.593368666,3.4,1.93,1,0,1,0,0,0,0,0.736057856,3,-5,-2,-7,5,1,-2,2,1,3,-0.052843105,0.181447153,-0.325299548,0.532226273,0,3.675710034,1.003171574,-0.110603374,1.8,0
2.7,19,12,31,14,16,18,10,18,-2,-8,-10,2.970847105,2.729369177,14.19043222,3.891708832,1.099329888,0.991797971,0.686907557,0.000243596,0.274248788,2.62,22,15,37,10,21,21,18,18,0,0,0,3.493688875,3.340469789,3.354507613,0.986733548,0.967053067,0.54812605,0.001588445,0.341654826,3.2,2.3,2,9,11,0,0,0,0,2.041965408,4,-10,-6,-2,0,-11,-3,-2,-8,-10,-0.52284177,-0.611100612,0.132276821,0.005064423,0,4.372020896,0.537201219,-0.067406038,1.61,1
1.75,24,16,40,16,25,23,23,36,2,-13,-11,3.378656234,3.345764628,13.10606892,7.195136026,0.8367085,1.154120717,0.996533799,6.11E-06,0.548992689,5.25,28,13,41,13,21,22,12,22,-1,-10,-11,2.269945041,2.200285739,4.144145194,0.873924995,1.212642319,0.969233234,1.60E-05,0.440688601,3.8,2.11,-1,1,0,0,0,0,0,2.225344964,11,-12,-1,3,11,1,15,12,-12,0,1.108711193,1.145478889,-0.375933818,0.280195723,0,3.702274085,3.050990832,0.108304088,1.71,0
7,14,10,24,19,12,17,10,20,-5,-10,-15,2.256251983,2.406654427,10.08521946,3.026982459,0.544289346,1.417194869,0.704590223,1.12E-06,0.300140465,1.5,33,24,57,7,31,15,32,25,16,7,23,4.996035204,4.875139173,4.518207168,1.636876281,1.655750297,0.113041531,0.09208898,0.339754044,4,1.71,-1,4,3,0,0,0,1,0,-10,-23,-33,-13,-15,-5,-11,-12,-26,-38,-2.739783222,-2.468484746,-1.111460951,-0.219681411,0,-3.213245251,-1.491224708,-0.039613579,2.12,2
1.44,23,19,42,8,19,12,17,21,7,-4,3,3.933489432,3.982271009,13.10522927,8.113087254,1.06174209,1.596595415,0.422927058,0.006839778,0.619072516,7.5,16,18,34,15,17,21,17,22,-4,-5,-9,2.777035079,2.795489973,5.280912552,0.966916985,1.601685541,0.765821967,8.07E-05,0.557471079,4.33,1.75,4,-8,-4,0,0,0,0,1.416843863,5,3,8,-3,-5,-4,4,12,0,12,1.156454354,1.186781036,-0.539943451,0.62967843,0,3.632248957,2.832174702,0.061601437,2.05,0
1.7,20,16,36,15,29,24,18,27,5,-9,-4,3.174840744,2.952332603,11.84120199,3.693200398,1.369674407,1.296402861,0.976801108,6.13E-05,0.311894046,6,18,17,35,15,19,28,17,25,-9,-8,-17,2.749769829,2.910236775,3.109968435,0.800857258,1.996597552,0.950041131,3.93E-05,0.311224273,3.75,2.05,3,-2,1,1,0,0,0,2.226136052,3,-2,1,4,7,-10,8,13,0,13,0.425070914,0.042095828,-0.626923145,0.495545603,0,1.84850957,0.583231963,0.000669773,1.76,1
2.25,0,0,0,19,1,3,2,5,-2,-3,-5,2.189423868,2.392032593,5.504,2.872,0.488,1.304,0.003078009,0.002579912,0.521802326,3,3,1,4,18,2,2,0,0,0,0,0,2.626133411,2.514236028,3.016,0.36,0.32,0.003088715,0.002725782,0.630434783,3.2,2.04,0,0,0,1,0,0,0,2.65885787,-1,-3,-4,1,3,0,3,-2,-3,-5,-0.436709543,-0.122203435,0.168,0.944,0,0.72,-0.144,-0.108632457,1.69,1
3.2,25,11,36,16,17,18,19,39,-1,-20,-21,2.333768244,2.485348693,10.64267941,4.566425616,0.819468121,1.871311,0.991563566,6.08E-06,0.42906729,2.2,45,22,67,3,37,5,18,19,32,-1,31,4.753521899,4.266707432,6.162587685,1.466674245,0.660266,0.02842303,0.196911675,0.460027482,3.25,2.05,-3,8,5,0,0,0,1,3.365743743,3,-34,-31,-2,0,14,2,0,-52,-52,-2.419753655,-1.78135874,0.15920212,0.404636756,0,-2.753449997,-1.59616207,-0.030960192,1.69,1
6,23,14,37,16,16,24,12,33,-8,-21,-29,2.380663607,2.184960038,7.905146754,2.475804904,0.561090362,1.013148385,1,4.96E-08,0.313188987,1.6,47,13,60,6,54,20,19,31,34,-12,22,4.88509666,4.853683745,6.366455569,2.349148341,1.559587305,0.135335283,0.003088715,0.443172892,4.33,1.5,-2,2,0,0,0,1,0,2.676030617,10,-33,-23,-15,5,-8,-21,4,-55,-51,-2.504433053,-2.668723707,-0.998496943,-1.335999956,0,-6.460478224,-3.890650665,-0.129983905,2.55,2
2,25,12,37,12,26,19,15,35,7,-20,-13,3.072965136,3.073593922,9.249491353,3.681797924,1.104750384,1.710780301,0.690734331,0.000833397,0.398054097,3.75,22,12,34,15,19,20,10,18,-1,-8,-9,3.195531549,2.822601651,4.513367066,1.479463911,1.193438377,0.758623251,0.000262568,0.297865897,3.3,1.9,-1,-1,-2,0,0,0,0,4.245810742,13,-10,3,8,9,-5,16,15,-19,-4,-0.122566413,0.250992271,-0.088687993,0.231316391,0,-5.902854425,-0.831569142,0.1001882,1.9,0
3.1,13,15,28,3,13,11,15,9,2,6,8,3.881335823,3.310492325,14.47477598,5.296030534,2.128372678,1.151500986,0.025700367,0.05585479,0.365879965,2.4,14,13,27,4,9,1,10,8,8,2,10,4.007971898,3.517062632,3.732290524,1.407306126,0.567735603,0.02842303,0.051818917,0.384888102,3.5,2.02,-2,5,3,0,0,1,1,1.425082296,0,1,1,5,1,14,0,0,-2,-2,-0.126636075,-0.206570307,1.560637075,-0.25580514,0,4.777696481,1.56374001,-0.019008137,1.78,0
2,17,13,30,13,13,15,16,23,-2,-7,-9,2.666134676,2.507309721,7.596544,4.336128,0.9888,1.288256,0.529273483,0.003263353,0.570802723,4,18,10,28,15,19,20,14,22,-1,-8,-9,3.015926369,2.896701686,4.842416672,1.207352363,1.536750211,0.538542486,0.001194533,0.540771849,3.3,1.97,5,4,9,0,0,0,0,1.667698445,7,-5,2,-9,1,-4,4,6,-6,0,-0.349791693,-0.389391965,-0.547950211,0.080903637,0,-1.358094975,-0.506288672,0.030030874,1.78,1
2.38,4,3,7,5,2,1,2,3,1,-1,0,2.724594461,2.664198892,6.6624,1.6624,0.5904,0.76,0.00381048,0.004232341,0.249519693,3.4,3,0,3,20,2,0,2,10,2,-8,-6,2.284873534,2.323466472,2.2064,0.656,1.2736,0.004184994,0.002618902,0.274100576,3.25,2.2,-1,2,1,0,0,0,0,2.228970144,4,0,4,-8,-1,2,1,9,-3,6,0.439720927,0.34073242,-0.6832,0.104,0,-1.3872,-0.544,-0.024580884,1.68,0
3.75,10,3,13,17,9,8,4,10,1,-6,-5,2.633678642,2.566591428,11.36492755,5.531154121,1.10242021,1.475562775,0.043936934,0.014264234,0.486686263,2.1,11,5,16,13,9,6,4,9,3,-5,-2,2.920752061,2.632837779,5.628110647,1.151103095,0.909603099,0.042585136,0.018873433,0.5272515,3.25,2.15,0,6,6,0,0,1,0,0.90135785,5,-8,-3,0,4,-2,1,6,-9,-3,-0.287073419,-0.066246351,0.192817111,0.32445968,0,0.690494861,-0.096956527,-0.040565237,1.67,1
